_id,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos
4185,74,17,31,6,471,familiar,4,sim,divorciado,alto,6,1
4186,37,19,9,1,67,familiar,7,nao,casado,baixo,9,8
4187,43,43,16,1,478,individual,4,sim,divorciado,alto,1,1
4188,27,7,31,0,442,individual,6,nao,solteiro,alto,8,9
4189,79,47,9,1,308,familiar,1,sim,solteiro,alto,2,9
4190,6,67,30,3,234,individual,2,sim,casado,médio,6,7
4191,30,46,13,3,488,familiar,5,sim,casado,baixo,4,9
4192,24,21,28,4,302,individual,4,nao,divorciado,alto,5,4
4193,41,45,20,9,75,familiar,4,nao,divorciado,médio,5,3
4194,1,45,12,4,324,familiar,5,sim,casado,médio,0,8
4195,68,43,28,4,242,familiar,3,sim,solteiro,baixo,5,14
4196,48,44,32,7,197,familiar,3,nao,divorciado,médio,9,6
4197,21,66,36,6,191,familiar,5,nao,divorciado,alto,4,2
4198,12,42,11,1,202,familiar,3,sim,divorciado,alto,1,7
4199,12,29,3,0,226,familiar,7,sim,divorciado,alto,2,6
4200,75,5,33,7,322,familiar,1,sim,casado,alto,10,0
4201,85,19,33,1,39,familiar,2,sim,casado,baixo,3,3
4202,5,21,20,2,290,familiar,6,nao,casado,médio,10,1
4203,67,13,21,3,368,familiar,3,sim,solteiro,baixo,7,2
4204,84,8,35,2,462,familiar,3,sim,casado,alto,5,9
4205,58,11,1,4,44,individual,4,nao,solteiro,médio,4,11
4206,56,67,4,9,305,individual,6,nao,divorciado,baixo,4,2
4207,59,54,31,1,242,familiar,7,sim,casado,baixo,8,2
4208,78,24,26,6,447,familiar,2,sim,divorciado,baixo,8,1
4209,75,52,10,4,32,familiar,5,nao,solteiro,médio,10,7
4210,63,9,19,6,45,individual,6,sim,casado,médio,4,4
4211,27,58,0,6,452,individual,4,nao,casado,baixo,10,8
4212,62,20,0,6,374,individual,3,nao,divorciado,médio,0,12
4213,18,73,33,5,55,familiar,2,sim,divorciado,alto,9,4
4214,40,63,10,3,361,familiar,6,sim,casado,alto,6,1
4215,69,46,19,5,365,individual,4,nao,solteiro,médio,0,6
4216,74,10,3,4,29,familiar,5,nao,casado,baixo,2,5
4217,82,40,14,4,158,familiar,1,sim,divorciado,alto,2,6
4218,64,43,5,8,438,familiar,7,nao,casado,alto,0,0
4219,66,63,14,7,128,familiar,6,nao,divorciado,baixo,2,2
4220,86,19,8,4,447,individual,4,nao,divorciado,alto,4,5
4221,24,57,0,7,438,individual,3,nao,casado,alto,7,1
4222,4,50,25,8,109,familiar,6,sim,casado,baixo,3,3
4223,47,52,30,9,488,individual,5,sim,divorciado,alto,5,9
4224,36,8,1,8,472,familiar,3,nao,casado,médio,8,4
4225,24,22,31,8,181,familiar,7,nao,divorciado,alto,2,0
4226,76,10,11,6,320,familiar,5,sim,casado,médio,7,1
4227,71,20,28,9,367,individual,6,nao,divorciado,baixo,5,2
4228,41,25,11,6,85,familiar,4,nao,divorciado,baixo,5,7
4229,58,67,28,3,391,familiar,5,nao,solteiro,médio,6,3
4230,41,66,32,2,402,individual,2,nao,casado,médio,7,2
4231,74,38,21,2,387,familiar,4,nao,casado,baixo,7,12
4232,1,59,12,1,99,individual,3,nao,solteiro,médio,1,5
4233,71,59,32,4,108,individual,3,sim,divorciado,alto,6,6
4234,29,38,36,2,69,familiar,5,sim,casado,baixo,1,6
4235,63,31,32,2,111,familiar,5,sim,solteiro,baixo,5,1
4236,60,63,4,9,149,familiar,3,nao,casado,médio,6,9
4237,2,58,3,5,130,familiar,5,nao,solteiro,médio,10,20
4238,39,53,20,7,25,familiar,5,nao,solteiro,baixo,0,3
4239,72,50,10,9,176,familiar,5,sim,divorciado,médio,0,8
4240,19,24,3,8,112,individual,5,nao,casado,baixo,10,3
4241,4,14,4,2,451,individual,2,sim,solteiro,médio,3,1
4242,37,49,26,9,235,individual,4,nao,divorciado,baixo,2,3
4243,6,29,17,4,239,individual,5,sim,casado,médio,0,6
4244,60,68,18,2,340,familiar,1,nao,divorciado,alto,5,3
4245,28,36,37,8,121,familiar,4,sim,solteiro,alto,2,4
4246,31,8,14,4,278,familiar,6,sim,solteiro,alto,10,1
4247,40,34,35,8,183,familiar,6,nao,solteiro,alto,3,3
4248,80,50,22,8,228,familiar,1,nao,solteiro,alto,10,3
4249,55,34,5,9,113,individual,1,nao,casado,médio,8,9
4250,15,28,31,5,270,familiar,4,nao,casado,alto,4,2
4251,57,21,36,4,466,individual,4,sim,divorciado,baixo,5,6
4252,36,21,14,0,245,familiar,2,sim,divorciado,alto,1,9
4253,23,3,22,5,267,familiar,6,sim,solteiro,alto,3,4
4254,44,39,7,3,130,individual,4,nao,divorciado,alto,10,9
4255,73,62,9,0,172,familiar,6,nao,casado,alto,10,1
4256,59,41,27,2,144,familiar,1,nao,solteiro,médio,10,6
4257,44,59,29,6,483,individual,3,sim,solteiro,médio,9,5
4258,7,5,4,8,437,familiar,1,nao,casado,baixo,8,3
4259,24,51,8,0,395,individual,5,nao,divorciado,médio,9,6
4260,61,57,1,4,56,individual,2,nao,casado,alto,2,8
4261,53,8,36,3,445,familiar,3,nao,casado,alto,1,9
4262,54,60,34,7,308,individual,7,sim,casado,médio,9,3
4263,41,10,2,0,446,individual,1,nao,solteiro,médio,1,0
4264,37,32,26,9,166,individual,6,nao,divorciado,baixo,5,9
4265,19,14,15,3,413,individual,5,sim,solteiro,médio,1,8
4266,9,71,16,0,102,individual,7,nao,casado,médio,0,0
4267,35,42,12,9,84,individual,4,sim,solteiro,médio,8,2
4268,85,22,18,7,84,familiar,2,sim,divorciado,médio,8,9
4269,65,16,18,5,395,individual,4,sim,casado,médio,9,7
4270,82,72,20,2,373,individual,1,sim,solteiro,baixo,5,3
4271,13,65,11,7,495,familiar,5,sim,solteiro,baixo,0,6
4272,32,64,3,6,409,individual,5,nao,divorciado,médio,3,8
4273,43,26,19,1,426,familiar,3,sim,casado,alto,7,8
4274,29,61,37,0,248,familiar,7,nao,divorciado,médio,1,2
4275,85,17,17,1,104,individual,6,sim,solteiro,alto,3,0
4276,72,36,22,5,294,individual,3,nao,solteiro,baixo,10,9
4277,18,72,30,8,100,individual,3,sim,casado,alto,2,9
4278,43,42,3,6,424,familiar,5,nao,divorciado,alto,3,7
4279,30,23,2,9,489,familiar,1,sim,casado,baixo,7,6
4280,82,2,24,2,140,familiar,4,sim,solteiro,baixo,4,2
4281,10,32,2,2,84,individual,6,sim,divorciado,médio,1,9
4282,22,73,8,7,185,individual,1,nao,solteiro,alto,1,2
4283,84,15,20,3,189,individual,1,sim,solteiro,médio,10,6
4284,5,29,26,5,245,familiar,2,nao,solteiro,alto,0,20
4285,74,63,7,8,413,individual,4,sim,divorciado,baixo,5,5
4286,42,17,8,0,201,individual,2,sim,casado,médio,1,7
4287,26,67,18,6,20,individual,6,sim,solteiro,alto,5,0
4288,83,32,28,2,443,individual,1,sim,casado,baixo,0,5
4289,50,37,14,7,96,familiar,3,sim,divorciado,baixo,9,7
4290,33,18,32,0,28,individual,5,nao,casado,alto,1,2
4291,26,3,20,4,212,familiar,5,sim,solteiro,alto,2,9
4292,12,60,9,3,427,individual,2,sim,divorciado,alto,6,0
4293,64,34,28,1,316,individual,1,sim,divorciado,baixo,5,16
4294,70,23,4,8,492,familiar,1,nao,solteiro,alto,1,8
4295,11,40,14,2,146,individual,7,sim,casado,alto,5,7
4296,42,3,25,8,2,individual,1,nao,divorciado,baixo,10,3
4297,40,44,5,7,357,individual,2,sim,divorciado,médio,6,5
4298,64,66,12,4,166,familiar,2,nao,casado,médio,6,2
4299,27,35,27,5,334,individual,7,nao,solteiro,médio,9,8
4300,77,2,6,6,113,familiar,5,sim,casado,médio,2,0
4301,24,41,16,7,327,familiar,2,nao,casado,alto,6,3
4302,27,54,33,7,377,familiar,4,nao,divorciado,médio,4,8
4303,60,36,6,3,393,familiar,3,sim,divorciado,médio,5,8
4304,1,21,35,0,456,familiar,6,sim,casado,alto,9,0
4305,11,56,30,0,253,individual,2,sim,casado,baixo,4,1
4306,34,1,13,5,60,individual,2,nao,solteiro,baixo,4,8
4307,86,27,35,6,307,individual,1,sim,casado,alto,4,0
4308,74,16,35,6,465,familiar,2,nao,divorciado,médio,7,7
4309,84,65,7,1,186,familiar,1,nao,solteiro,alto,6,5
4310,76,52,8,5,443,familiar,5,sim,solteiro,alto,7,8
4311,83,10,11,1,12,familiar,1,nao,casado,baixo,5,6
4312,81,50,37,8,354,familiar,6,nao,solteiro,alto,3,1
4313,14,33,22,6,164,individual,7,sim,divorciado,baixo,8,3
4314,6,48,13,9,323,individual,2,nao,solteiro,médio,9,7
4315,31,34,35,8,43,familiar,1,sim,casado,baixo,4,9
4316,77,65,14,4,270,individual,5,sim,divorciado,baixo,4,2
4317,57,74,25,0,67,familiar,4,sim,solteiro,alto,2,1
4318,80,46,21,8,256,familiar,5,sim,casado,baixo,0,8
4319,20,15,5,8,407,familiar,1,sim,divorciado,baixo,8,6
4320,35,5,19,8,418,individual,2,sim,casado,médio,0,0
4321,7,20,27,6,250,individual,7,sim,casado,baixo,9,4
4322,50,56,30,8,186,familiar,6,sim,divorciado,baixo,8,9
4323,86,66,12,9,158,individual,7,sim,casado,baixo,3,3
4324,67,53,29,1,298,familiar,7,nao,casado,baixo,5,5
4325,39,23,4,7,234,familiar,3,sim,casado,baixo,9,2
4326,64,30,16,0,492,individual,7,nao,casado,médio,5,6
4327,39,69,12,8,270,familiar,3,sim,divorciado,médio,1,5
4328,13,56,1,0,403,familiar,4,sim,divorciado,baixo,5,5
4329,64,68,33,8,202,familiar,3,nao,casado,alto,9,6
4330,45,57,4,2,48,familiar,3,sim,solteiro,médio,8,8
4331,49,63,23,0,362,individual,7,nao,solteiro,baixo,3,9
4332,64,4,32,8,404,individual,3,sim,solteiro,médio,0,1
4333,47,13,20,5,105,individual,7,nao,solteiro,médio,9,8
4334,48,18,10,6,244,familiar,6,nao,casado,médio,1,5
4335,20,20,26,1,94,individual,3,nao,casado,alto,2,4
4336,61,72,8,3,495,familiar,6,sim,solteiro,baixo,1,0
4337,63,41,19,9,303,individual,4,sim,solteiro,baixo,4,0
4338,50,23,20,3,454,individual,4,sim,casado,médio,1,15
4339,58,65,11,0,174,familiar,5,sim,casado,médio,7,12
4340,46,56,21,4,107,familiar,2,sim,divorciado,alto,2,4
4341,50,61,5,0,405,individual,4,nao,divorciado,médio,4,7
4342,44,27,23,9,167,individual,2,nao,divorciado,alto,6,19
4343,59,29,20,5,355,individual,2,sim,solteiro,médio,8,0
4344,22,26,22,4,297,individual,7,sim,casado,médio,5,2
4345,56,22,33,7,220,familiar,3,sim,divorciado,médio,10,1
4346,18,31,20,4,471,individual,6,nao,divorciado,alto,5,6
4347,52,60,2,4,46,familiar,1,nao,divorciado,alto,4,2
4348,21,14,3,5,31,individual,4,nao,divorciado,médio,5,7
4349,32,22,32,2,131,familiar,5,sim,divorciado,baixo,10,0
4350,74,13,13,6,217,individual,3,sim,solteiro,baixo,6,8
4351,84,54,33,2,276,familiar,2,sim,casado,alto,7,11
4352,3,45,4,0,93,individual,5,sim,casado,médio,7,8
4353,87,36,37,2,124,individual,2,sim,divorciado,baixo,4,6
4354,66,12,32,3,30,individual,4,nao,casado,baixo,7,6
4355,49,21,32,2,151,familiar,1,sim,solteiro,alto,7,9
4356,76,39,0,7,188,familiar,6,nao,solteiro,médio,3,2
4357,2,60,6,7,239,familiar,5,sim,casado,alto,5,8
4358,1,10,30,0,416,individual,1,nao,casado,baixo,2,18
4359,7,37,22,8,213,familiar,5,nao,solteiro,baixo,9,5
4360,70,32,8,4,185,individual,6,nao,solteiro,médio,4,6
4361,20,56,24,0,312,individual,2,nao,solteiro,médio,9,1
4362,13,57,4,1,470,familiar,5,nao,solteiro,baixo,10,5
4363,61,13,30,9,162,individual,4,nao,casado,baixo,1,6
4364,59,43,31,1,236,individual,6,nao,divorciado,alto,9,0
4365,74,6,26,7,42,individual,4,nao,divorciado,médio,1,6
4366,25,12,12,1,129,individual,5,nao,divorciado,baixo,2,9
4367,50,43,35,4,335,individual,3,sim,divorciado,alto,2,6
4368,8,13,31,9,252,familiar,6,nao,casado,alto,0,1
4369,76,14,4,4,178,familiar,2,nao,divorciado,baixo,7,9
4370,65,30,37,3,110,individual,2,nao,solteiro,baixo,9,8
4371,79,49,22,8,30,familiar,3,sim,divorciado,baixo,2,7
4372,48,14,15,5,442,familiar,1,nao,casado,baixo,6,10
4373,60,53,15,4,476,familiar,5,sim,solteiro,baixo,0,6
4374,44,20,6,9,37,individual,4,nao,solteiro,médio,8,5
4375,77,64,30,3,385,familiar,5,sim,casado,baixo,3,4
4376,9,14,29,3,261,individual,6,nao,casado,médio,5,9
4377,12,12,21,3,452,individual,4,sim,casado,baixo,8,5
4378,85,23,29,9,308,individual,7,sim,solteiro,baixo,8,4
4379,7,42,36,1,332,individual,7,nao,divorciado,alto,10,9
4380,87,21,25,2,227,familiar,2,nao,divorciado,médio,8,2
4381,23,43,37,2,475,familiar,7,sim,divorciado,médio,7,7
4382,62,59,18,3,68,individual,1,sim,divorciado,baixo,7,11
4383,59,49,24,5,438,familiar,3,nao,divorciado,médio,1,9
4384,43,36,27,2,145,individual,4,nao,divorciado,alto,5,3
4385,24,27,35,8,309,familiar,4,nao,solteiro,alto,8,3
4386,75,73,7,3,105,familiar,4,nao,casado,médio,5,5
4387,51,15,30,4,443,individual,1,nao,casado,alto,10,1
4388,45,50,34,0,287,familiar,2,sim,divorciado,baixo,5,3
4389,85,55,9,4,346,familiar,2,sim,divorciado,médio,8,0
4390,70,45,32,0,177,familiar,1,nao,divorciado,baixo,8,9
4391,41,59,33,8,193,individual,3,sim,divorciado,médio,9,6
4392,34,28,2,1,27,familiar,7,nao,casado,baixo,8,6
4393,37,35,30,5,20,individual,3,nao,solteiro,baixo,1,3
4394,55,42,11,3,161,familiar,2,nao,casado,alto,0,1
4395,81,74,28,7,377,familiar,2,sim,casado,médio,9,5
4396,39,1,22,4,410,familiar,4,nao,divorciado,médio,1,5
4397,16,33,8,1,161,individual,7,sim,divorciado,baixo,6,5
4398,60,69,27,4,18,familiar,7,nao,casado,alto,7,8
4399,13,28,3,6,481,familiar,1,nao,solteiro,alto,7,5
4400,30,16,34,6,432,individual,6,sim,divorciado,baixo,1,3
4401,4,24,1,6,483,individual,1,nao,solteiro,baixo,2,3
4402,73,42,11,0,322,individual,7,sim,divorciado,baixo,10,20
4403,77,34,34,0,271,individual,4,nao,divorciado,alto,1,5
4404,49,23,4,1,226,individual,1,sim,divorciado,baixo,10,7
4405,56,12,14,5,286,familiar,6,nao,solteiro,alto,10,7
4406,30,56,19,5,152,individual,1,nao,casado,médio,10,8
4407,27,37,30,8,254,familiar,7,sim,casado,alto,7,5
4408,20,17,24,3,49,familiar,3,sim,casado,médio,0,1
4409,83,19,19,5,75,familiar,3,sim,solteiro,baixo,10,9
4410,71,51,6,0,280,individual,4,sim,divorciado,baixo,0,8
4411,54,27,30,6,120,individual,7,nao,divorciado,alto,5,8
4412,1,19,11,9,270,familiar,3,nao,divorciado,alto,8,1
4413,9,59,21,8,324,familiar,2,sim,divorciado,alto,0,0
4414,83,67,15,9,55,individual,3,sim,divorciado,alto,3,9
4415,60,10,9,5,496,individual,2,sim,divorciado,médio,2,7
4416,12,15,10,9,212,individual,3,sim,divorciado,alto,3,5
4417,44,41,17,6,399,individual,7,nao,solteiro,baixo,5,5
4418,37,31,8,8,416,familiar,5,sim,divorciado,médio,6,8
4419,56,16,8,5,494,familiar,7,sim,solteiro,médio,9,8
4420,24,72,18,9,341,individual,6,nao,solteiro,médio,1,1
4421,72,34,26,3,341,individual,7,sim,casado,baixo,0,7
4422,68,29,37,7,347,familiar,2,nao,casado,alto,0,4
4423,69,17,10,7,83,familiar,5,sim,casado,médio,7,1
4424,64,38,33,0,424,individual,6,sim,divorciado,baixo,0,9
4425,60,53,26,9,123,individual,3,nao,divorciado,baixo,0,1
4426,28,31,29,0,36,familiar,5,sim,casado,baixo,6,9
4427,38,25,19,3,80,familiar,2,sim,solteiro,alto,4,8
4428,33,6,12,0,286,familiar,7,nao,solteiro,baixo,1,4
4429,52,29,8,9,394,familiar,5,sim,divorciado,alto,6,8
4430,61,38,15,1,250,individual,1,sim,casado,alto,10,9
4431,61,51,30,8,262,individual,7,sim,solteiro,médio,5,3
4432,73,60,9,2,334,individual,7,sim,divorciado,alto,2,13
4433,86,4,37,6,228,individual,6,nao,solteiro,baixo,3,6
4434,21,8,28,8,343,individual,7,nao,casado,alto,7,2
4435,23,8,34,5,49,familiar,5,sim,casado,baixo,9,5
4436,45,15,36,3,446,individual,4,nao,divorciado,médio,10,18
4437,70,5,18,4,495,familiar,3,sim,solteiro,baixo,10,2
4438,38,58,18,5,432,familiar,4,nao,casado,alto,2,3
4439,56,46,7,7,40,individual,5,nao,solteiro,alto,3,2
4440,86,8,30,2,244,individual,4,nao,divorciado,alto,8,3
4441,20,74,33,0,126,familiar,5,sim,divorciado,alto,7,14
4442,5,71,2,7,100,familiar,3,nao,casado,médio,1,3
4443,40,20,17,1,319,familiar,2,nao,casado,médio,7,2
4444,60,12,29,0,137,familiar,7,sim,casado,baixo,9,9
4445,20,36,8,5,270,individual,2,sim,casado,alto,4,3
4446,79,54,3,4,15,familiar,7,sim,solteiro,baixo,0,0
4447,67,15,7,6,395,familiar,4,sim,divorciado,alto,7,6
4448,30,27,22,7,313,individual,1,nao,solteiro,médio,9,0
4449,86,74,26,6,204,familiar,7,sim,divorciado,baixo,3,1
4450,49,18,26,2,79,familiar,7,nao,casado,médio,0,11
4451,10,26,34,2,477,familiar,4,sim,solteiro,alto,0,0
4452,13,54,13,7,158,individual,5,nao,divorciado,baixo,10,4
4453,77,8,19,5,190,individual,5,nao,solteiro,baixo,2,8
4454,24,10,31,3,146,familiar,3,sim,solteiro,alto,8,13
4455,20,68,35,4,359,familiar,6,sim,solteiro,baixo,9,2
4456,22,51,25,7,273,familiar,6,sim,divorciado,médio,10,4
4457,9,70,8,9,5,familiar,4,sim,divorciado,médio,10,7
4458,18,24,37,5,8,familiar,6,sim,divorciado,baixo,0,5
4459,7,32,27,1,189,familiar,7,sim,solteiro,alto,9,8
4460,63,34,1,2,449,familiar,7,sim,casado,médio,2,10
4461,2,3,9,3,399,familiar,4,nao,divorciado,médio,4,8
4462,48,21,19,6,149,familiar,4,nao,solteiro,baixo,10,9
4463,40,14,20,6,133,individual,2,nao,casado,baixo,2,9
4464,8,55,35,3,90,individual,2,sim,casado,alto,0,7
4465,30,29,16,2,355,individual,3,nao,solteiro,baixo,7,4
4466,33,65,35,0,347,familiar,1,sim,casado,médio,7,0
4467,60,10,27,6,88,familiar,3,sim,divorciado,alto,7,4
4468,26,1,4,1,137,individual,6,sim,solteiro,médio,7,5
4469,2,36,13,6,264,familiar,3,sim,solteiro,baixo,9,0
4470,76,13,11,7,419,familiar,1,nao,solteiro,alto,10,9
4471,36,32,23,1,17,individual,3,sim,casado,médio,5,7
4472,46,73,3,3,111,individual,6,sim,divorciado,baixo,6,1
4473,40,10,21,9,395,individual,2,sim,solteiro,médio,5,8
4474,71,31,33,1,366,familiar,7,sim,solteiro,médio,4,2
4475,48,16,5,3,237,individual,7,nao,solteiro,baixo,6,7
4476,85,14,1,0,340,familiar,7,nao,divorciado,alto,8,1
4477,75,34,4,6,403,individual,4,nao,divorciado,médio,8,2
4478,77,64,16,0,328,familiar,6,sim,divorciado,médio,7,8
4479,77,11,33,2,97,familiar,6,sim,casado,alto,9,5
4480,7,67,17,9,407,familiar,4,nao,casado,alto,8,0
4481,84,71,0,7,85,familiar,6,sim,casado,baixo,5,3
4482,23,7,4,7,103,familiar,6,nao,divorciado,baixo,7,16
4483,26,22,25,2,404,familiar,5,nao,solteiro,alto,5,8
4484,73,15,24,7,237,familiar,3,nao,solteiro,baixo,7,3
4485,44,12,18,9,86,individual,4,nao,solteiro,médio,5,0
4486,61,34,24,2,45,familiar,3,sim,divorciado,alto,9,4
4487,37,58,37,8,190,individual,3,nao,divorciado,alto,6,20
4488,64,14,29,1,85,individual,5,nao,divorciado,médio,0,6
4489,43,28,33,6,379,familiar,4,sim,solteiro,baixo,6,5
4490,51,50,27,1,427,familiar,5,sim,solteiro,baixo,7,2
4491,23,56,32,3,496,familiar,7,nao,divorciado,alto,7,1
4492,13,30,21,3,494,familiar,7,nao,solteiro,baixo,8,9
4493,17,61,6,6,15,familiar,1,nao,divorciado,médio,9,7
4494,42,19,36,2,294,individual,2,nao,divorciado,médio,3,6
4495,35,10,12,6,259,familiar,4,nao,solteiro,baixo,10,7
4496,84,53,5,3,30,familiar,3,sim,solteiro,alto,0,1
4497,50,71,18,1,388,familiar,3,sim,solteiro,baixo,7,7
4498,58,13,37,2,29,individual,7,nao,solteiro,baixo,2,1
4499,38,39,4,7,127,individual,5,nao,solteiro,baixo,10,6
4500,45,3,6,9,326,individual,4,sim,casado,baixo,0,8
4501,42,54,28,2,110,familiar,7,sim,solteiro,alto,0,2
4502,47,7,21,7,197,individual,3,nao,divorciado,médio,10,5
4503,9,45,17,5,48,familiar,5,sim,casado,alto,7,7
4504,28,57,35,4,115,familiar,1,sim,casado,baixo,6,16
4505,13,30,27,9,485,individual,5,sim,divorciado,médio,4,18
4506,18,34,23,8,317,individual,5,nao,divorciado,baixo,8,8
4507,4,37,12,3,438,individual,2,nao,casado,médio,8,17
4508,41,68,37,6,34,individual,4,nao,casado,baixo,7,7
4509,69,50,14,2,75,individual,7,nao,casado,baixo,8,0
4510,46,6,22,4,492,familiar,7,sim,solteiro,médio,10,8
4511,11,70,26,9,377,familiar,4,nao,solteiro,alto,10,9
4512,59,45,6,1,72,familiar,6,sim,casado,baixo,4,7
4513,9,29,16,3,422,familiar,5,sim,solteiro,alto,0,9
4514,80,69,20,9,294,individual,3,sim,solteiro,baixo,3,8
4515,62,61,10,9,380,individual,6,nao,casado,baixo,10,9
4516,15,19,4,8,25,familiar,1,nao,casado,alto,3,9
4517,42,11,21,0,116,individual,6,sim,solteiro,alto,8,10
4518,19,4,11,7,1,familiar,7,sim,casado,médio,0,1
4519,24,60,25,0,136,individual,7,nao,casado,alto,4,15
4520,45,46,17,6,316,individual,6,nao,casado,médio,7,9
4521,65,10,37,2,157,familiar,4,sim,solteiro,alto,0,5
4522,69,72,33,9,137,familiar,2,sim,divorciado,baixo,1,2
4523,10,13,33,4,325,familiar,3,nao,divorciado,médio,5,2
4524,44,56,4,4,437,individual,1,nao,solteiro,médio,3,4
4525,75,5,11,8,328,familiar,7,nao,divorciado,baixo,0,6
4526,63,37,33,9,403,individual,5,nao,divorciado,médio,1,8
4527,64,30,27,0,134,individual,4,nao,casado,baixo,4,4
4528,3,42,5,8,177,familiar,6,sim,casado,alto,4,3
4529,2,70,32,5,208,familiar,6,nao,solteiro,baixo,3,17
4530,56,57,30,3,315,individual,2,sim,solteiro,médio,8,4
4531,37,53,31,0,480,individual,7,sim,casado,médio,10,6
4532,56,69,33,6,103,individual,3,nao,divorciado,médio,1,0
4533,64,57,15,3,384,familiar,3,sim,solteiro,médio,7,7
4534,32,64,31,3,436,familiar,2,sim,solteiro,médio,9,8
4535,43,25,13,3,99,individual,3,sim,casado,baixo,1,7
4536,80,41,22,6,69,individual,7,sim,solteiro,alto,9,2
4537,66,12,26,9,490,familiar,5,nao,casado,médio,3,9
4538,72,70,17,4,203,individual,7,sim,divorciado,médio,4,3
4539,9,50,33,3,207,individual,2,sim,solteiro,baixo,9,5
4540,69,1,21,8,234,individual,1,sim,solteiro,baixo,5,0
4541,12,35,30,5,283,individual,5,sim,solteiro,alto,4,3
4542,39,31,31,8,324,individual,1,nao,casado,alto,2,5
4543,75,4,33,5,252,individual,1,sim,divorciado,médio,3,15
4544,80,68,5,1,303,individual,4,sim,solteiro,médio,6,3
4545,26,38,15,6,198,familiar,4,nao,solteiro,médio,8,9
4546,1,54,12,9,286,individual,2,nao,casado,médio,8,6
4547,61,31,11,8,478,familiar,1,sim,divorciado,baixo,9,9
4548,72,19,17,9,302,familiar,6,nao,divorciado,baixo,6,0
4549,56,45,9,8,48,individual,6,sim,solteiro,baixo,2,7
4550,55,4,7,3,313,individual,1,nao,casado,alto,2,4
4551,75,48,24,7,483,familiar,6,nao,divorciado,médio,10,3
4552,73,74,6,6,329,individual,1,nao,divorciado,alto,1,5
4553,39,48,5,7,443,familiar,2,sim,divorciado,baixo,8,9
4554,28,62,33,4,167,familiar,3,sim,solteiro,alto,0,5
4555,71,33,37,5,321,familiar,1,sim,divorciado,médio,7,2
4556,78,16,37,3,257,individual,7,sim,solteiro,alto,1,6
4557,27,55,26,7,375,individual,6,sim,casado,baixo,2,0
4558,60,59,27,9,350,familiar,3,nao,casado,baixo,6,2
4559,72,74,37,3,309,familiar,6,sim,casado,alto,0,2
4560,33,41,30,9,359,individual,7,sim,casado,baixo,4,5
4561,31,24,6,2,456,individual,4,nao,divorciado,baixo,3,5
4562,26,24,19,4,209,individual,5,nao,solteiro,baixo,3,1
4563,33,70,4,2,230,individual,6,nao,solteiro,médio,7,5
4564,29,23,4,6,312,familiar,1,nao,divorciado,baixo,5,0
4565,80,60,6,2,378,familiar,3,sim,divorciado,baixo,6,0
4566,75,63,10,4,62,familiar,3,sim,solteiro,médio,7,7
4567,25,34,17,8,388,familiar,1,sim,casado,baixo,7,9
4568,80,23,33,3,406,individual,4,sim,casado,baixo,4,8
4569,76,40,1,8,306,familiar,3,sim,divorciado,médio,8,1
4570,37,64,22,7,281,familiar,3,sim,solteiro,alto,6,6
4571,78,49,19,1,147,familiar,4,sim,solteiro,médio,10,4
4572,29,3,2,4,171,individual,4,sim,solteiro,médio,3,1
4573,43,72,36,8,182,individual,3,nao,casado,alto,7,9
4574,4,30,20,8,292,familiar,2,sim,divorciado,alto,4,5
4575,13,27,5,6,26,familiar,2,nao,divorciado,médio,10,18
4576,32,64,1,3,445,familiar,6,nao,casado,alto,0,1
4577,54,48,24,8,216,familiar,1,nao,casado,baixo,1,3
4578,20,32,15,7,193,familiar,4,sim,solteiro,alto,8,1
4579,23,13,16,6,242,familiar,4,sim,divorciado,médio,2,7
4580,28,20,1,0,181,familiar,4,nao,casado,alto,10,5
4581,76,28,25,8,251,individual,6,sim,casado,alto,4,16
4582,55,49,28,4,107,familiar,2,sim,solteiro,baixo,2,13
4583,64,30,29,0,197,familiar,3,nao,casado,médio,8,3
4584,43,2,24,2,478,familiar,5,nao,casado,alto,2,17
4585,51,19,36,0,157,familiar,2,sim,casado,baixo,7,14
4586,14,27,36,3,35,familiar,5,nao,casado,alto,9,3
4587,28,71,24,9,353,individual,6,sim,divorciado,alto,2,1
4588,80,54,14,6,54,individual,3,sim,solteiro,baixo,0,5
4589,3,39,37,0,460,familiar,2,sim,divorciado,médio,8,7
4590,47,46,3,4,305,individual,3,sim,solteiro,alto,10,6
4591,13,43,21,4,259,individual,6,sim,divorciado,médio,9,1
4592,37,6,1,3,450,individual,2,sim,solteiro,médio,3,5
4593,12,20,17,9,56,individual,6,nao,solteiro,alto,4,0
4594,67,67,17,1,256,familiar,2,nao,divorciado,baixo,2,3
4595,28,55,26,3,42,individual,5,sim,solteiro,médio,10,2
4596,86,42,6,4,371,familiar,5,nao,solteiro,baixo,10,7
4597,35,13,21,3,49,familiar,1,nao,casado,alto,0,8
4598,81,60,23,8,53,individual,6,sim,solteiro,médio,6,1
4599,86,66,22,3,149,familiar,7,sim,divorciado,médio,7,4
4600,21,63,3,9,77,familiar,5,sim,casado,médio,1,6
4601,62,44,32,3,62,familiar,2,sim,solteiro,baixo,7,16
